Account Number,Account Source,Annual Revenue,State Code,Country Code,Channel Program Name,Industry,Name,Number of employees,Ownership,Rating,Site,Type,Year Started,Total Opportunity Amount,First Sale Date,Last Sale Date,Average Sales Cycle ,Number of Renewals,Num Opportunities Won,Num Opportunities Lost
180,4,$871603.55,OH,US,3,Auto Manufacturing,Kulas-Blick,29377,1,1,US,6,1948,531206,11/20/2017,04-10-2018,34,1,3,2
181,4,$455164.56,NC,US,3,Real Estate,Ward-Nikolaus,3929,3,2,US,4,1905,783217,08-11-2017,12/25/2018,52,1,3,3
182,1,$199938.02,CA,US,2,Real Estate Investment Trusts,"D'Amore, Vandervort and Nienow",90011,1,2,US,3,1911,27742,7/27/2016,2/23/2018,87,1,2,1
183,5,$153334.39,IN,US,3,,Howell LLC,65750,4,3,US,1,1992,48260,5/26/2017,9/25/2018,64,4,2,2
184,5,$730853.44,OH,US,2,Building operators,"Lockman, Hickle and Maggio",5192,2,1,US,5,1970,961682,8/15/2017,10/18/2018,81,3,4,4
185,3,$150825.77,NM,US,3,,"Cormier, Abshire and Zieme",19024,4,3,US,3,1956,667979,4/18/2017,03-09-2018,90,1,5,2
186,2,$7449.74,NY,US,3,Major Banks,Schmitt-Hintz,52971,3,3,US,7,1995,979218,09-01-2016,06-10-2018,30,3,3,1
187,4,$967493.57,WI,US,3,Restaurants,"Heller, Johnston and Block",8126,4,3,US,7,1925,806666,12-04-2016,4/21/2018,71,2,4,4
188,1,$723181.25,CA,US,3,Transportation Services,Haley-Sipes,16586,2,1,US,7,1906,114669,9/29/2015,4/30/2018,72,2,3,1
189,5,$149002.42,DC,US,3,Water Supply,Braun-Walsh,93599,4,2,US,5,1933,50353,09-09-2016,7/30/2018,85,3,5,2
190,1,$565983.62,TX,US,2,Industrial Specialties,Dach Group,99910,3,3,US,6,1980,672318,5/31/2016,9/30/2018,66,4,2,4
191,1,$673907.83,PA,US,2,Oil Refining/Marketing,Ortiz LLC,90274,3,1,US,6,1934,789501,05-07-2015,11/20/2018,81,4,5,5
192,2,$444736.45,CA,US,2,Investment Managers,"Heaney, Pfeffer and White",10859,1,2,US,4,1955,407713,4/20/2015,4/29/2018,46,3,1,5
193,5,$890844.70,LA,US,3,Beverages (Production/Distribution),"Emmerich, Hartmann and Bradtke",17207,4,2,US,7,1932,23061,08-12-2016,1/15/2019,69,1,4,5
194,4,$964979.21,TX,US,3,,Leannon-Pagac,83547,4,2,US,5,1928,499055,10/22/2017,05-07-2018,31,1,4,1
195,4,$998284.37,CA,US,2,Computer peripheral equipment,Daugherty-Tromp,52065,4,2,US,7,1983,334471,05-08-2015,10-09-2018,58,3,1,2
196,5,$316259.35,NC,US,3,Metal Fabrications,"Ritchie, Raynor and Witting",32652,1,2,US,1,1917,337346,08-05-2017,11/24/2018,83,5,2,5
197,1,$901539.61,IL,US,3,Oil Refining/Marketing,"Cronin, Reilly and Towne",15040,3,1,US,6,1931,19888,04-01-2017,9/27/2018,77,4,2,1
198,1,$75849.41,WA,US,3,Real Estate Investment Trusts,Leuschke Inc,59110,3,3,US,3,1997,834701,09-02-2017,10-10-2018,88,5,5,1
199,1,$944314.83,FL,US,3,Telecommunications Equipment,"Bayer, Daniel and Braun",50085,2,2,US,2,1983,489408,01-09-2016,2/23/2018,75,3,4,3
200,4,$866934.18,FL,US,3,Integrated oil Companies,"Lehner, Walker and Wilkinson",96270,4,1,US,7,1952,36836,7/20/2016,12-02-2018,45,3,5,5
201,3,$17881.72,AR,US,2,,"Maggio, Gutkowski and Towne",99653,3,2,US,5,1929,382229,12/17/2015,9/18/2018,55,5,3,3
202,1,$116288.95,CO,US,3,Business Services,Towne-Reichert,22632,3,3,US,1,1906,489935,6/26/2017,06-11-2018,79,3,1,2
203,3,$898377.53,CA,US,3,"Computer Software: Programming, Data Processing",Dickinson-Hand,36045,3,3,US,4,1978,577913,10/26/2017,05-05-2018,32,5,5,2
204,3,$217532.54,MD,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Terry-O'Reilly,33637,2,3,US,5,1994,555840,7/27/2017,3/15/2018,55,4,3,5
205,3,$61722.57,SC,US,2,Consumer Electronics/Appliances,Leffler-Stanton,59881,1,3,US,3,1943,963805,11-10-2015,07-06-2018,84,3,4,4
206,3,$980416.00,OH,US,3,Department/Specialty Retail Stores,Feeney Inc,52231,3,2,US,7,1947,118668,1/21/2016,2/25/2018,46,1,5,3
207,2,$727609.57,CO,US,3,,"Beahan, Davis and Renner",32913,1,2,US,3,1991,109047,7/26/2016,10/28/2018,61,1,1,3
208,5,$738.62,IN,US,3,Power Generation,Gorczany LLC,31563,2,1,US,3,1979,202238,09-10-2016,01-07-2019,75,3,1,4
209,5,$801855.56,UT,US,2,Restaurants,Treutel Group,27323,4,2,US,7,1970,427514,2/28/2017,10-01-2018,87,2,5,3
210,5,$398033.71,CA,US,3,Computer Software: Prepackaged Software,Altenwerth LLC,10730,1,3,US,1,1966,676907,09-04-2017,3/15/2018,41,5,3,5
211,5,$333112.65,NY,US,3,Real Estate Investment Trusts,Hudson Inc,29200,4,3,US,7,1908,452425,08-05-2017,1/18/2019,69,1,5,1
212,3,$584868.16,NV,US,2,Banks,Barton Group,63774,4,3,US,1,1936,756759,8/13/2016,03-05-2018,85,3,1,4
213,3,$397750.58,AL,US,3,Major Pharmaceuticals,Rice LLC,50737,4,1,US,7,1988,881397,11/23/2017,8/26/2018,44,3,3,5
214,2,$290093.92,TX,US,3,Home Furnishings,Borer Inc,21463,1,2,US,5,1928,365707,7/14/2016,2/27/2018,33,3,1,2
215,4,$503549.99,FL,US,2,Computer peripheral equipment,"Macejkovic, Runolfsson and Kuhlman",5817,2,3,US,2,1918,445638,08-03-2016,12/17/2018,43,4,5,1
216,5,$913716.53,GA,US,2,Commercial Banks,"Smith, Zemlak and Kohler",57040,3,2,US,3,1981,682704,3/27/2015,8/17/2018,64,3,1,2
217,2,$949158.95,PA,US,2,Oil & Gas Production,Gusikowski Group,29306,3,2,US,5,1914,209415,12/27/2016,4/20/2018,82,2,4,2
218,2,$229121.06,MI,US,2,Major Pharmaceuticals,Lubowitz-Casper,28413,4,2,US,4,1977,781746,1/15/2018,10/16/2018,34,1,5,3
219,2,$147455.81,CO,US,3,Semiconductors,Gutkowski-Prosacco,25635,4,1,US,6,1908,674291,10/22/2016,4/30/2018,90,5,5,4
220,3,$789700.90,CA,US,3,Major Banks,Schultz Group,44275,1,3,US,1,1902,318345,8/26/2017,09-02-2018,56,2,1,2
221,4,$629396.37,TX,US,3,,Cremin-Stiedemann,93354,1,1,US,3,1993,997401,04-07-2017,07-02-2018,62,2,1,1
222,1,$487678.18,MN,US,3,Business Services,Swift Group,33713,3,3,US,5,1922,565210,12/16/2016,6/29/2018,46,4,2,5
223,1,$837707.74,KS,US,3,Computer Communications Equipment,"Pouros, O'Reilly and Rodriguez",76067,1,2,US,1,1958,308670,1/20/2017,12/13/2018,37,5,3,4
224,5,$954277.62,CA,US,3,Plastic Products,Graham LLC,10065,1,1,US,7,1916,885050,09-06-2016,05-06-2018,67,3,2,3
225,1,$448822.96,GA,US,2,Oil & Gas Production,Dickens LLC,18079,1,1,US,1,1963,882189,07-04-2016,10/22/2018,41,5,2,5
226,4,$635738.03,IL,US,2,Television Services,Rohan-Little,60712,2,2,US,7,1916,993623,10-09-2017,8/27/2018,30,4,3,5
227,3,$533089.66,TN,US,3,,O'Keefe Inc,98815,2,1,US,7,1991,953808,9/20/2015,3/26/2018,43,1,1,3
228,1,$323023.37,TX,US,3,Real Estate Investment Trusts,Langosh-Lynch,30101,1,1,US,5,1913,635608,1/24/2016,6/13/2018,61,4,1,3
229,2,$324947.09,OH,US,2,Medical/Nursing Services,"Daugherty, Boyle and Stroman",85918,2,2,US,4,1907,206189,8/19/2016,11/22/2018,48,2,3,2
230,4,$767934.20,ID,US,3,Major Pharmaceuticals,"Quitzon, Roberts and Oberbrunner",46159,3,1,US,4,1960,257853,2/24/2017,10/20/2018,83,1,5,5
231,2,$904442.55,GA,US,3,Savings Institutions,"Hauck, McCullough and Turner",25446,3,1,US,5,1988,207034,10/30/2016,6/19/2018,87,1,5,1
232,5,$166946.21,MD,US,2,Major Pharmaceuticals,Parker Group,12285,4,2,US,1,1966,845110,11-12-2016,5/20/2018,74,3,4,5
233,4,$50843.13,AL,US,3,Industrial Machinery/Components,Nader Group,34674,2,2,US,6,1950,313446,8/29/2017,7/19/2018,53,3,1,3
234,3,$438662.69,FL,US,3,Other Consumer Services,Christiansen Inc,8922,4,2,US,2,1908,318054,12/31/2017,07-03-2018,43,3,2,2
235,4,$558018.20,CA,US,3,Major Banks,"Lynch, Gulgowski and Kuhlman",23643,3,1,US,1,1963,769521,8/21/2015,5/30/2018,64,1,4,4
236,2,$976346.18,PA,US,3,,Jones-Beier,14199,1,3,US,7,1907,210179,12/23/2015,03-03-2018,69,3,2,2
237,5,$618061.65,MN,US,2,,Walker-Hoeger,85697,3,2,US,3,1920,130104,3/27/2015,11-07-2018,70,5,5,3
238,1,$529088.75,DC,US,2,Homebuilding,Goodwin and Sons,72256,2,1,US,5,1998,155832,1/23/2016,12-04-2018,42,1,1,5
239,3,$143837.82,IN,US,3,Industrial Machinery/Components,"Bins, McCullough and Legros",82899,4,3,US,1,1914,65164,07-10-2017,11-05-2018,75,5,2,3
240,1,$752375.76,CA,US,3,EDP Services,Konopelski Inc,78734,2,2,US,2,1988,160561,8/15/2016,2/24/2018,37,3,1,2
241,4,$156218.11,FL,US,3,Professional Services,Stroman-Windler,56243,1,1,US,1,1913,745028,07-05-2017,9/17/2018,83,1,4,3
242,5,$19422.46,ND,US,3,Aerospace,"Graham, Corwin and Feil",85614,1,1,US,4,1945,736287,5/26/2017,8/22/2018,82,2,5,4
243,1,$624738.33,NC,US,2,,"Hudson, Tromp and Koelpin",69131,1,2,US,2,1950,516324,07-05-2016,4/25/2018,88,1,4,4
244,3,$592527.82,MN,US,2,Specialty Chemicals,Nicolas-McKenzie,9651,3,2,US,4,1911,506358,11-07-2017,11-01-2018,83,2,1,1
245,5,$769112.69,GA,US,3,Business Services,"Lowe, Schowalter and Marks",82488,2,2,US,5,1988,361646,11/25/2016,8/24/2018,54,3,1,5
246,4,$845677.85,PA,US,2,,Altenwerth Group,2555,3,3,US,5,1982,417064,05-04-2015,5/14/2018,87,3,1,1
247,4,$857365.53,MN,US,3,Natural Gas Distribution,Stoltenberg Group,20114,1,2,US,7,1994,723589,7/15/2015,7/27/2018,54,3,1,5
248,2,$547171.37,VA,US,2,,O'Keefe-Okuneva,10954,4,3,US,2,1917,662978,7/25/2016,08-06-2018,54,3,2,3
249,2,$400241.20,DC,US,3,EDP Services,Weissnat LLC,53958,2,3,US,4,1955,85214,08-02-2017,02-03-2019,43,2,5,3
250,2,$588659.14,MN,US,3,,Green-Skiles,60211,4,1,US,7,1925,936907,02-07-2015,2/14/2018,49,3,5,1
251,4,$875345.74,CA,US,2,Recreational Products/Toys,Larkin-Langosh,92600,3,3,US,5,1972,76004,6/28/2016,6/20/2018,39,1,4,1
252,2,$346196.74,NJ,US,2,Finance: Consumer Services,"Labadie, Davis and Leffler",97263,4,1,US,2,1970,155297,2/16/2016,11/23/2018,87,3,5,4
253,4,$456602.62,NM,US,2,Oil & Gas Production,"Weber, Boyle and Davis",79226,3,1,US,2,1900,419935,10/19/2015,9/23/2018,47,1,3,3
254,5,$553300.02,CA,US,3,,Ruecker Inc,99845,3,1,US,3,1964,533846,3/20/2017,10/21/2018,45,5,1,2
255,2,$889009.29,CA,US,2,Miscellaneous manufacturing industries,"Grady, Conn and Roberts",80994,3,3,US,5,1970,311136,12/25/2015,4/15/2018,78,1,4,1
256,5,$360277.88,NY,US,3,Major Pharmaceuticals,"Raynor, Spinka and Nolan",91994,4,1,US,2,1985,653854,9/22/2015,4/28/2018,49,5,1,1
257,2,$899324.56,TX,US,2,Real Estate Investment Trusts,Dare LLC,85919,1,2,US,1,1973,330686,04-02-2017,06-11-2018,49,4,1,2
258,1,$717569.84,NC,US,2,,Stark-Hudson,21797,1,3,US,6,1952,151600,04-02-2017,10-03-2018,55,4,5,1
259,5,$534656.10,CT,US,2,Industrial Specialties,Mosciski LLC,77017,4,1,US,5,1965,565292,5/26/2015,12/16/2018,38,3,4,4
260,2,$432615.75,NE,US,2,Oil & Gas Production,Hilll-Friesen,95392,4,3,US,4,1996,110620,11-11-2015,1/16/2019,79,3,1,5
261,1,$839773.78,LA,US,3,Real Estate Investment Trusts,"Lockman, Mitchell and O'Reilly",11879,3,3,US,7,1912,37424,6/23/2017,12-07-2018,73,5,4,5
262,2,$408569.42,MN,US,2,Railroads,Hartmann Group,24439,2,2,US,6,1993,70258,2/18/2016,9/24/2018,37,1,5,5
263,1,$707485.34,NV,US,2,Farming/Seeds/Milling,Daugherty LLC,76017,1,1,US,1,1930,269256,1/17/2016,8/20/2018,80,1,3,3
264,3,$889120.49,NC,US,3,Advertising,Aufderhar Inc,21838,1,1,US,1,1940,127396,8/14/2016,4/16/2018,44,4,3,2
265,4,$726268.54,NY,US,2,Oil & Gas Production,"Parisian, Labadie and Beatty",7007,1,3,US,6,1965,663242,1/25/2016,11-05-2018,70,2,1,4
266,3,$701760.42,NJ,US,2,Other Specialty Stores,Schmeler LLC,18756,2,1,US,4,1955,483529,9/18/2015,08-10-2018,75,1,1,4
267,5,$564977.99,MI,US,3,Industrial Machinery/Components,Rempel-Koelpin,94089,2,1,US,4,1961,868025,6/21/2016,10-11-2018,71,3,1,2
268,1,$598563.57,CO,US,3,Specialty Chemicals,Tillman LLC,19186,3,1,US,3,1910,884883,10/24/2017,11/27/2018,52,2,3,3
269,5,$736985.01,IL,US,2,Trucking Freight/Courier Services,Eichmann and Sons,43814,1,1,US,1,1922,490255,03-02-2017,10-12-2018,37,5,3,4
270,4,$929580.43,NC,US,3,,"Ankunding, Larkin and Runolfsdottir",84681,1,3,US,6,1922,167750,01-11-2018,7/16/2018,45,4,3,3
271,3,$700179.89,GA,US,3,Major Chemicals,"Collins, Thompson and Gibson",85831,3,1,US,4,1986,845010,6/30/2017,3/22/2018,84,3,5,3
272,3,$386279.18,DC,US,3,Major Pharmaceuticals,"Mertz, Ondricka and Brown",95693,3,2,US,7,1924,800955,8/27/2016,02-07-2018,82,5,1,5
273,4,$742937.48,TX,US,3,Medical/Dental Instruments,Fahey-Gutmann,19057,2,2,US,2,1932,775198,09-06-2016,8/30/2018,31,4,4,2
274,1,$85454.34,CA,US,2,Major Chemicals,Morissette-Renner,9522,1,2,US,6,1935,680832,06-05-2015,03-01-2018,58,3,4,2
275,1,$299385.24,MS,US,3,Semiconductors,Borer LLC,57035,3,2,US,6,1911,703720,1/17/2016,2/26/2018,85,1,4,4
276,3,$41186.81,TX,US,2,Multi-Sector Companies,"Buckridge, Legros and Rolfson",11882,3,3,US,1,1946,913297,8/13/2015,8/15/2018,86,4,4,4
277,3,$652286.71,DC,US,2,,Greenfelder-Daniel,54871,1,1,US,4,1918,85411,9/17/2016,2/20/2018,79,1,2,5
278,2,$163291.41,CO,US,2,Industrial Machinery/Components,"Smith, Littel and Kshlerin",78,3,3,US,4,1977,20071,4/13/2015,1/15/2019,52,1,1,1
279,4,$141760.93,CO,US,3,Industrial Specialties,Huels LLC,67261,3,1,US,7,1987,149972,10/23/2015,8/28/2018,83,1,4,4
280,4,$936871.12,NV,US,3,Business Services,Nader Inc,38795,4,3,US,1,1914,428488,4/16/2016,11/13/2018,67,4,3,4
281,1,$894024.77,MO,US,3,Major Banks,"Zulauf, Lynch and Gleichner",2346,2,1,US,6,1977,762854,01-12-2018,7/29/2018,58,3,3,4
282,3,$312773.92,DC,US,3,Broadcasting,Howell-Pacocha,3861,2,1,US,2,1934,565913,8/20/2016,04-12-2018,69,3,4,2
283,1,$298467.55,WA,US,2,Electrical Products,Hyatt-Altenwerth,66445,1,2,US,6,1971,734149,01-11-2017,6/27/2018,45,2,3,4
284,5,$728907.27,OH,US,3,Major Pharmaceuticals,"Kovacek, Howe and Robel",27553,2,1,US,3,1920,783754,01-06-2017,7/25/2018,38,1,3,1
285,5,$534351.56,GA,US,2,Industrial Specialties,Crooks and Sons,10101,1,2,US,2,1988,402785,6/22/2016,07-07-2018,54,2,5,2
286,3,$767271.64,AL,US,3,Medical/Dental Instruments,Fadel-Wiegand,16375,1,2,US,7,1969,31939,01-12-2016,1/20/2019,58,2,4,5
287,3,$124355.22,VA,US,2,Forest Products,Rodriguez-Morar,11907,1,3,US,1,1970,873083,6/24/2016,3/19/2018,89,4,4,5
288,5,$779020.70,TX,US,3,Real Estate Investment Trusts,Weimann-Wuckert,96667,3,3,US,2,1987,450581,9/17/2016,01-05-2019,63,3,3,3
289,5,$545538.50,TX,US,3,EDP Services,Parisian Inc,42083,3,2,US,5,1949,99026,8/18/2017,6/22/2018,61,5,1,3
290,3,$116165.88,SC,US,2,Steel/Iron Ore,Zulauf-Roberts,24344,1,1,US,4,1993,442192,4/20/2015,11/18/2018,67,2,3,2
291,2,$222470.97,MO,US,2,Major Banks,Schumm-Blick,12244,3,2,US,4,1931,791412,04-06-2016,09-09-2018,53,5,2,2
292,2,$996925.21,TX,US,2,,Thompson Group,66957,1,1,US,6,1904,849165,1/17/2016,1/23/2019,52,5,4,3
293,5,$391869.80,FL,US,3,,"Becker, Haag and Brakus",30449,4,3,US,7,1910,549541,3/20/2015,05-11-2018,31,2,1,5
294,4,$155537.68,FL,US,2,Other Consumer Services,"Leannon, Lehner and Bruen",54177,1,1,US,7,1986,676101,02-03-2016,09-04-2018,38,5,4,1
295,3,$931579.30,VA,US,2,,Koelpin Inc,87824,1,1,US,1,1908,417618,11-12-2017,05-05-2018,86,5,3,5
296,1,$943364.78,TX,US,2,,Kirlin and Sons,21755,2,1,US,3,1997,349435,02-10-2017,04-11-2018,48,3,4,3
297,5,$750038.62,AZ,US,3,,Schowalter and Sons,382,1,2,US,4,1960,965403,11-08-2016,01-04-2019,57,4,4,4
298,5,$147276.38,GA,US,2,Advertising,Ferry LLC,39753,1,1,US,7,1916,866800,10/13/2015,10/24/2018,69,1,5,3
299,1,$500185.80,FL,US,3,Apparel,"Murazik, Turcotte and Jast",4969,3,1,US,6,1958,737364,7/13/2017,02-05-2018,90,2,2,5
300,1,$381899.43,TX,US,2,,Swaniawski-Corwin,22856,1,3,US,5,1994,760800,04-06-2017,1/20/2019,69,1,2,2
301,4,$337305.15,IL,US,2,Automotive Aftermarket,Gibson-Lebsack,24231,1,3,US,6,1935,846478,03-04-2015,07-11-2018,71,1,1,5
302,5,$611049.72,WI,US,2,Real Estate,"Carter, Stracke and Lesch",17069,3,1,US,6,1980,380348,04-11-2017,5/20/2018,88,1,1,4
303,1,$995572.10,NY,US,1,Packaged Foods,Konopelski LLC,47896,3,2,US,1,1907,776106,9/20/2015,04-02-2018,67,3,3,3
304,1,$842522.21,AK,US,3,Biotechnology: Biological Products (No Diagnostic Substances),"Crooks, Kilback and Howe",51673,1,3,US,2,1971,813675,04-07-2016,4/23/2018,90,2,2,5
305,2,$615084.69,WI,US,3,Radio And Television Broadcasting And Communications Equipment,Boyer and Sons,36250,3,3,US,6,1911,190598,6/28/2015,2/13/2018,89,1,3,3
306,4,$553058.60,WV,US,3,Finance/Investors Services,"Hickle, Corkery and Wolff",26261,1,2,US,6,1992,466596,10/21/2016,8/23/2018,53,2,5,4
307,5,$795355.78,FL,US,3,Homebuilding,Crooks and Sons,64164,1,1,US,7,1952,291789,7/14/2015,09-05-2018,89,1,5,2
308,3,$403954.23,HI,US,2,Homebuilding,"Purdy, Veum and Schowalter",78540,2,2,US,7,1958,761848,04-03-2017,06-05-2018,43,4,1,3
309,1,$760401.91,DC,US,3,Marine Transportation,"Braun, Abernathy and Wolf",24258,2,3,US,6,1971,843727,10/15/2016,10/31/2018,74,1,2,4
310,5,$228434.43,IL,US,2,Construction/Ag Equipment/Trucks,Balistreri and Sons,8914,2,3,US,2,1937,506843,5/28/2016,07-11-2018,85,1,3,2
311,1,$97238.82,DC,US,2,Savings Institutions,Considine Group,77546,1,2,US,1,1912,260531,12-12-2017,06-12-2018,81,5,2,5
312,3,$769944.33,TX,US,2,Industrial Machinery/Components,"Schulist, O'Conner and Lang",41698,4,3,US,6,1954,884414,7/18/2017,6/15/2018,64,3,5,4
313,1,$176900.16,ID,US,2,Precious Metals,Lind Inc,52730,2,2,US,7,1922,376079,01-07-2018,11-08-2018,64,1,1,3
314,1,$579215.60,VA,US,3,,Halvorson-Wuckert,66102,2,1,US,1,1953,237402,4/22/2015,07-11-2018,76,5,4,5
315,1,$181076.13,MN,US,2,Engineering & Construction,Schmidt LLC,36160,2,2,US,2,1964,607986,10-05-2017,3/24/2018,59,2,5,3
316,5,$402863.24,TX,US,3,"Computer Software: Programming, Data Processing",Okuneva-Robel,33756,2,1,US,7,1996,424660,04-02-2016,7/29/2018,39,1,4,2
317,3,$669006.29,GA,US,3,EDP Services,Larson-Heller,42833,1,2,US,4,1992,651292,11/17/2016,04-11-2018,44,4,2,5
318,3,$751325.27,FL,US,3,,Champlin Inc,56855,4,1,US,5,1987,673821,6/25/2015,06-03-2018,78,3,5,5
319,4,$7926.64,PA,US,3,Catalog/Specialty Distribution,"Rowe, Stanton and Emard",65059,4,2,US,6,1965,43700,6/29/2016,11/18/2018,70,4,1,2
320,4,$633408.87,TX,US,3,,Brakus-Jakubowski,92600,3,2,US,6,1920,487731,9/21/2015,3/29/2018,89,2,3,2
321,3,$487880.90,PA,US,3,Real Estate Investment Trusts,"Johnson, Parisian and Swift",46567,1,2,US,2,1941,420914,06-06-2017,8/30/2018,90,5,3,3
322,5,$314929.43,TN,US,2,"Computer Software: Programming, Data Processing",Waters-Barrows,33243,1,1,US,5,1965,473357,3/30/2016,4/17/2018,37,4,1,1
323,2,$188743.22,NV,US,3,,Runolfsson-Blick,63920,2,3,US,1,1931,435493,02-06-2017,03-12-2018,89,2,2,5
324,1,$788716.75,MA,US,3,Specialty Chemicals,"Auer, Medhurst and Halvorson",43912,4,2,US,7,1912,97877,03-02-2017,06-12-2018,87,5,4,2
325,1,$165542.83,MD,US,2,Industrial Machinery/Components,Stehr-Mitchell,33476,1,2,US,4,1949,494370,7/30/2016,12/18/2018,89,1,2,1
326,5,$913828.18,MO,US,3,Investment Managers,Bruen-Jones,10809,2,3,US,2,1927,272077,07-01-2017,11/19/2018,34,4,4,4
327,4,$711086.73,KY,US,2,Industrial Machinery/Components,Conroy Group,10855,3,2,US,2,1933,583120,11/14/2015,09-06-2018,71,5,1,1
328,2,$573112.43,CA,US,3,Real Estate Investment Trusts,Jacobi-Kassulke,88980,2,1,US,6,1947,960229,10/25/2016,01-02-2019,88,1,3,1
329,3,$364163.90,IA,US,2,,Satterfield-Cassin,60206,4,1,US,2,1978,989809,3/22/2015,1/26/2019,65,5,5,2
330,5,$999158.79,TX,US,2,Medical/Dental Instruments,Zulauf Group,12344,3,3,US,3,1980,370931,1/23/2018,04-02-2018,51,1,5,5
331,2,$493072.80,KS,US,3,Oilfield Services/Equipment,"Huel, Zieme and Daniel",35753,3,1,US,3,1957,753190,5/25/2016,10/29/2018,87,1,5,2
332,4,$375967.59,WA,US,2,Biotechnology: Biological Products (No Diagnostic Substances),"Nikolaus, Balistreri and Hermiston",626,3,1,US,2,1984,483592,02-12-2017,12/29/2018,89,3,5,1
333,2,$5297.70,TN,US,2,,Torphy-Cormier,24257,3,1,US,2,1990,545466,07-12-2017,04-12-2018,65,5,5,4
334,5,$93060.69,WV,US,3,Oil & Gas Production,"Hilll, Schuster and Rohan",68924,2,1,US,6,1992,999919,04-11-2016,12/30/2018,46,1,5,3
335,4,$353823.51,CA,US,2,Recreational Products/Toys,Huels-Mayer,14605,3,1,US,5,1989,470529,12-12-2016,10/29/2018,65,1,1,5
336,5,$546410.13,PA,US,3,Metal Fabrications,Homenick-Mueller,78428,1,2,US,5,1995,311162,12-11-2015,08-07-2018,39,1,2,4
337,1,$889925.89,OH,US,2,Auto Parts:O.E.M.,Harris-Mayer,39828,2,1,US,4,1900,55640,4/25/2017,12-10-2018,74,3,4,2
338,5,$225686.50,NY,US,2,Computer Software: Prepackaged Software,Kuhn and Sons,57940,2,3,US,5,1923,665952,2/27/2015,7/20/2018,76,5,1,3
339,2,$577601.52,ND,US,2,Business Services,"Ullrich, Toy and Hermann",58042,1,3,US,4,1945,785117,06-04-2017,3/24/2018,63,3,4,5
340,4,$725426.77,NC,US,3,,Jenkins-Sauer,13155,2,1,US,1,1978,163797,5/13/2015,05-07-2018,30,4,4,4
341,2,$457106.73,OH,US,2,Major Pharmaceuticals,Baumbach Group,55417,3,3,US,2,1950,402759,12-09-2016,06-02-2018,85,2,1,5
342,3,$76132.39,TX,US,2,,"Robel, Treutel and McCullough",59467,1,1,US,6,1952,409110,05-12-2016,12/28/2018,42,1,4,4
343,2,$322604.45,IN,US,2,Industrial Specialties,Keebler Group,22040,1,1,US,1,1937,169868,9/28/2016,11/26/2018,73,4,3,4
344,5,$81564.24,NE,US,2,"Computer Software: Programming, Data Processing",Macejkovic Inc,82300,3,2,US,2,1938,471764,08-01-2017,4/17/2018,31,1,5,4
345,3,$735679.24,MN,US,2,Investment Managers,Maggio Group,32955,4,1,US,4,1970,565115,08-09-2015,11/18/2018,57,3,4,3
346,5,$675978.78,NC,US,2,Other Consumer Services,Graham-Kihn,41828,3,2,US,1,1909,787046,11/21/2017,1/28/2019,79,3,2,4
347,2,$728064.28,NY,US,2,,"Toy, Moen and Mante",55581,3,2,US,5,1963,980423,09-10-2015,4/20/2018,89,2,4,3
348,1,$6529.25,TX,US,2,Major Banks,Reichert-Koelpin,16764,4,2,US,4,1995,849891,02-01-2018,1/16/2019,39,2,1,2
349,5,$709345.00,FL,US,2,Major Banks,"Ebert, Batz and Bins",19050,3,3,US,6,1988,407290,02-01-2016,5/30/2018,74,1,2,4
350,2,$760616.62,FL,US,2,Major Banks,Upton-Purdy,21150,1,2,US,3,1978,586323,06-05-2015,3/25/2018,40,2,1,4
351,5,$253798.66,OR,US,3,Marine Transportation,Wisozk Group,29256,4,2,US,5,1979,180630,5/17/2017,12/29/2018,48,1,5,3
352,2,$494043.96,NY,US,3,Major Banks,"Leuschke, Funk and Hoeger",89254,2,2,US,2,1963,363346,7/21/2015,10/29/2018,41,4,1,5
353,2,$368685.10,OK,US,2,Medical Specialities,"Strosin, DuBuque and Emard",33622,4,1,US,2,1982,817436,9/17/2016,08-11-2018,75,5,3,5
354,1,$78163.66,WA,US,2,Computer Software: Prepackaged Software,Howe Inc,68547,2,2,US,2,1900,783091,6/16/2016,05-07-2018,41,2,3,2
355,1,$705708.22,GA,US,3,Restaurants,Pfeffer Inc,47731,1,2,US,6,1941,614530,06-02-2016,03-09-2018,30,1,3,3
356,1,$978430.37,NC,US,3,Major Banks,Luettgen-Ernser,5715,1,2,US,2,1974,931057,9/19/2015,04-08-2018,49,4,1,4
357,4,$500286.26,NY,US,2,Major Pharmaceuticals,Gulgowski-Klein,86225,3,1,US,1,1990,188874,8/24/2016,7/17/2018,53,5,1,2
358,5,$256611.28,IN,US,3,Business Services,"Fritsch, Heidenreich and Kris",43028,4,1,US,5,1926,127976,6/14/2017,06-09-2018,49,4,2,4
359,3,$611567.42,HI,US,2,Medical/Dental Instruments,Eichmann-Upton,81881,1,3,US,4,1921,423318,3/29/2016,9/23/2018,35,5,1,5
360,2,$133503.53,VA,US,3,Major Banks,Bashirian-Blick,27976,4,2,US,5,1965,114871,03-12-2015,12/15/2018,62,2,1,2
361,1,$281741.48,TX,US,3,,Homenick Inc,29233,1,1,US,4,1960,72755,01-06-2017,7/29/2018,82,4,2,2
362,1,$906055.94,TN,US,2,,Schiller and Sons,46968,1,1,US,6,1918,537214,2/14/2017,05-05-2018,62,4,5,4
